Payment ID,Invoice ID,Payment Date,Amount Paid,Payment Method
9475,94386,2023-10-02,610.26,Cash
9476,64970,2023-10-06,2008.07,Credit Card
9491,83273,2023-09-17,3353.63,Bank Transfer
9494,82823,2023-05-08,4038.13,Cash
9496,56803,2023-05-13,4567.22,Cash
9497,34982,2023-08-25,773.95,Bank Transfer
9505,99547,2023-02-17,798.09,Bank Transfer
9512,46679,2023-02-16,691.19,Credit Card
9516,46418,2023-05-17,2038.4,Bank Transfer
9520,79680,2023-01-01,3952.93,Credit Card
9531,93083,2023-06-16,2761.76,Bank Transfer
9539,46616,2023-05-17,201.16,Cash
9542,57049,2023-01-02,1499.33,Credit Card
9546,38233,2023-03-03,1259.77,Credit Card
9554,19517,2023-05-03,717.46,Credit Card
9556,77817,2023-09-10,788.22,Cash
9558,25982,2023-12-09,4924.32,Credit Card
9560,23451,2023-01-22,3557.48,Bank Transfer
9561,60571,2023-05-05,4911.46,Cash
9568,55261,2023-11-12,3784.92,Bank Transfer
9594,9778,2023-10-19,3865.14,Cash
9604,53918,2023-03-09,3665.93,Bank Transfer
9607,16014,2023-01-22,1253.63,Cash
9609,92137,2023-03-24,3023.82,Credit Card
9615,83118,2023-03-20,582.99,Credit Card
9623,61054,2023-11-04,2070.78,Bank Transfer
9633,92053,2023-02-03,4383.65,Bank Transfer
9637,70301,2023-08-21,311.28,Bank Transfer
9640,4215,2023-03-22,4319.11,Credit Card
9648,61389,2023-08-01,3046.19,Bank Transfer
9650,67322,2023-06-26,4697.63,Bank Transfer
9654,21824,2023-12-17,2613.18,Bank Transfer
9657,67362,2023-12-10,1067.85,Cash
9660,87137,2023-02-12,4667.74,Credit Card
9664,43694,2023-08-18,3952.15,Cash
9669,61408,2023-10-13,4380.98,Credit Card
9671,78876,2023-08-24,2037.44,Cash
9673,86827,2023-01-07,2303.21,Cash
9676,8141,2023-11-11,309.01,Bank Transfer
9680,31195,2023-07-01,1183.56,Bank Transfer
9683,7992,2023-07-06,708.55,Credit Card
9691,64540,2023-01-06,3543.95,Credit Card
9692,36950,2023-01-24,3829.93,Credit Card
9693,36989,2023-01-20,2919.4,Cash
9703,7678,2023-08-08,726.21,Cash
9705,44308,2023-08-28,4034.55,Cash
9715,56937,2023-03-14,618.88,Cash
9724,35129,2023-03-17,3261.83,Credit Card
9729,13487,2023-07-16,3386.65,Cash
9732,53520,2023-07-25,3374.02,Bank Transfer
9738,82677,2023-06-26,427.19,Bank Transfer
9740,13319,2023-06-27,3856.83,Cash
9741,88770,2023-02-09,1015.81,Credit Card
9744,41617,2023-09-20,987.24,Cash
9746,4471,2023-07-05,4226.48,Credit Card
9747,46747,2023-10-17,4631.47,Credit Card
9749,44041,2023-03-07,2155.7,Credit Card
9755,51825,2023-10-16,1414.77,Bank Transfer
9756,54685,2023-12-03,4919.9,Bank Transfer
9757,1104,2023-12-20,846.33,Credit Card
9761,2277,2023-09-26,1152.93,Bank Transfer
9774,6743,2023-12-26,3569.15,Cash
9776,65147,2023-05-08,4774.82,Credit Card
9784,20027,2023-09-01,2097.11,Cash
9787,99553,2023-06-05,1898.58,Credit Card
9789,18967,2023-02-19,4584.68,Cash
9791,59975,2023-09-27,3593.04,Bank Transfer
9798,4294,2023-08-16,4400.84,Cash
9799,13250,2023-02-07,2569.2,Credit Card
9803,9152,2023-08-12,372.08,Cash
9812,68499,2023-06-12,3559.28,Bank Transfer
9813,11117,2023-10-18,4127.14,Cash
9816,39235,2023-06-04,1766.57,Credit Card
9822,44934,2023-03-26,1650.31,Cash
9823,25281,2023-09-11,607.82,Credit Card
9824,52867,2023-01-22,2248.48,Bank Transfer
9825,80249,2023-10-18,3584.95,Bank Transfer
9838,85298,2023-10-27,2886.73,Credit Card
9839,33112,2023-12-03,862.57,Credit Card
9855,77562,2023-05-26,1022.43,Bank Transfer
9858,68393,2023-12-27,1939.57,Cash
9866,9372,2023-09-04,888.24,Bank Transfer
9870,29812,2023-09-27,3155.42,Cash
9874,54348,2023-09-12,4037.01,Bank Transfer
9885,41977,2023-07-14,4969.56,Credit Card
9886,50210,2023-07-03,1749.11,Credit Card
9890,15092,2023-09-24,4804.94,Credit Card
9902,36035,2023-11-22,2854.54,Cash
9907,1402,2023-08-09,2144.97,Cash
9914,57199,2023-06-22,3611.55,Credit Card
9918,14448,2023-01-28,221.55,Cash
9919,61020,2023-08-05,985.91,Credit Card
9943,22678,2023-05-17,1902.34,Bank Transfer
9946,92288,2023-10-25,3087.89,Credit Card
9952,68135,2023-06-17,1796.7,Credit Card
9963,7251,2023-11-14,3775.86,Bank Transfer
9965,17357,2023-12-06,2480.08,Cash
9975,38257,2023-04-06,2915.38,Credit Card
9988,33645,2023-08-14,2267.73,Credit Card
9992,12281,2023-11-08,4437.44,Credit Card
9995,44415,2023-07-21,4919.07,Cash
9997,82820,2023-08-27,69.47,Bank Transfer
9998,17876,2023-04-24,2117.55,Cash
10009,48346,2023-11-05,2646.34,Cash
10010,40769,2023-09-02,4400.23,Bank Transfer
10018,71942,2023-04-09,968.37,Bank Transfer
10034,65592,2023-07-17,3927.37,Credit Card
10037,72956,2023-04-08,4127.11,Cash
10040,50892,2023-02-19,989.26,Credit Card
10044,56263,2023-12-25,3413.63,Bank Transfer
10065,69434,2023-07-26,2657.5,Cash
10069,82576,2023-12-28,4972.26,Credit Card
10078,88862,2023-07-17,3247.45,Bank Transfer
10079,1913,2023-09-26,4455.02,Credit Card
10083,20761,2023-12-24,4790.2,Bank Transfer
10084,99354,2023-02-20,241.05,Bank Transfer
10090,52184,2023-09-16,2616.75,Cash
10096,27732,2023-03-05,922.36,Credit Card
10105,67959,2023-08-07,1262.89,Bank Transfer
10117,34720,2023-08-23,903.18,Credit Card
10121,15080,2023-10-28,3602.17,Credit Card
10123,5333,2023-10-02,3829.51,Cash
10125,75700,2023-07-23,2670.2,Bank Transfer
10128,70957,2023-05-28,1227.5,Cash
10131,68476,2023-09-22,4830.11,Bank Transfer
10143,85211,2023-06-19,1797.14,Bank Transfer
10144,88660,2023-04-02,345.69,Bank Transfer
10146,23711,2023-07-06,3294.95,Credit Card
10149,33540,2023-03-04,4588.22,Credit Card
10154,40032,2023-08-08,420.98,Credit Card
10156,98095,2023-01-25,4958.54,Cash
10158,93628,2023-08-06,624.83,Bank Transfer
10161,43522,2023-09-02,4419.51,Bank Transfer
10162,8497,2023-03-06,78.57,Cash
10169,18806,2023-05-25,251.0,Bank Transfer
10174,31999,2023-10-12,2743.38,Cash
10176,30916,2023-10-25,156.48,Cash
10190,6450,2023-05-04,575.4,Bank Transfer
10191,47475,2023-04-12,4284.78,Credit Card
10192,8108,2023-08-07,4716.02,Cash
10198,57142,2023-06-12,1228.69,Credit Card
10205,58418,2023-09-28,4273.34,Cash
10208,59232,2023-12-01,2037.75,Bank Transfer
10214,30694,2023-01-25,329.02,Credit Card
10226,95347,2023-02-18,3771.02,Credit Card
10231,74642,2023-03-08,4684.81,Cash
10234,91513,2023-06-21,1600.68,Credit Card
10238,93894,2023-08-07,728.41,Cash
10239,42902,2023-03-21,4296.16,Cash
10250,16963,2023-09-06,2436.96,Cash
10254,19929,2023-01-10,1657.95,Credit Card
10255,30242,2023-07-08,940.35,Bank Transfer
10264,94662,2023-12-23,3571.74,Cash
10270,63789,2023-03-11,720.73,Cash
10273,13445,2023-10-20,4537.23,Credit Card
10282,92797,2023-11-02,3857.35,Cash
10283,38509,2023-09-09,3908.84,Bank Transfer
10286,83824,2023-08-01,2100.67,Credit Card
10295,96338,2023-11-14,2778.08,Cash
10298,7331,2023-10-17,4121.92,Credit Card
10307,33123,2023-09-07,599.54,Bank Transfer
10308,47701,2023-04-19,291.08,Credit Card
10313,12310,2023-12-14,884.73,Cash
10314,32609,2023-01-12,4632.01,Cash
10323,93139,2023-05-16,4080.45,Bank Transfer
10326,2842,2023-11-14,3885.96,Cash
10333,75210,2023-12-08,1794.1,Bank Transfer
10337,64459,2023-02-20,3442.49,Bank Transfer
10339,61201,2023-02-16,4733.24,Credit Card
10352,41892,2023-06-11,4604.98,Bank Transfer
10354,78836,2023-01-25,3663.76,Bank Transfer
10356,88122,2023-07-13,380.85,Bank Transfer
10364,58746,2023-10-10,3257.71,Bank Transfer
10377,79177,2023-12-13,791.75,Credit Card
10382,96491,2023-06-19,1846.56,Cash
10384,62102,2023-09-03,3021.36,Credit Card
10395,57205,2023-05-17,638.88,Credit Card
10397,65716,2023-08-09,125.92,Bank Transfer
10407,20334,2023-08-11,528.95,Cash
10411,98333,2023-04-11,1779.08,Bank Transfer
10422,98052,2023-04-04,3677.54,Bank Transfer
10424,85439,2023-01-16,3989.69,Credit Card
10426,21342,2023-12-28,1691.3,Bank Transfer
10432,33328,2023-08-15,4332.89,Cash
10436,41100,2023-12-23,913.91,Bank Transfer
10446,57824,2023-05-09,4934.06,Credit Card
10448,48597,2023-06-20,3167.97,Cash
10449,6574,2023-03-18,3806.55,Credit Card
10456,76229,2023-05-05,1110.57,Bank Transfer
10458,97346,2023-02-20,1239.89,Bank Transfer
10473,46753,2023-05-24,4129.28,Credit Card
10479,15321,2023-11-19,2895.45,Credit Card
10481,69591,2023-10-23,2527.13,Credit Card
10488,90104,2023-09-03,494.5,Bank Transfer
10496,53997,2023-09-11,2945.64,Bank Transfer
10498,54872,2023-10-24,3149.62,Bank Transfer
10507,11411,2023-10-19,2630.87,Cash
10511,7506,2023-04-03,865.08,Bank Transfer
10515,81579,2023-03-02,434.39,Bank Transfer
10520,12587,2023-12-12,350.25,Bank Transfer
10523,34441,2023-03-10,3952.98,Credit Card
10527,88765,2023-04-04,3456.48,Bank Transfer
10529,91469,2023-10-12,438.38,Credit Card
10532,24043,2023-09-04,1124.0,Bank Transfer
10536,16509,2023-10-01,2760.52,Bank Transfer
10546,58344,2023-10-27,2557.54,Cash
10558,25235,2023-08-05,2707.61,Credit Card
10562,54973,2023-03-25,3190.86,Cash
10573,56549,2023-05-16,766.04,Credit Card
10583,58833,2023-12-04,1100.84,Credit Card
10585,98435,2023-10-06,4112.76,Cash
10588,99572,2023-12-24,3092.42,Cash
10594,68239,2023-07-17,2802.95,Credit Card
10598,49135,2023-04-19,4139.13,Cash
10600,14469,2023-07-23,2515.09,Credit Card
10604,33627,2023-05-03,3462.74,Bank Transfer
10607,30970,2023-12-21,1014.52,Credit Card
10609,24250,2023-04-04,3728.0,Bank Transfer
10612,66498,2023-05-01,853.27,Cash
10613,6468,2023-02-06,72.14,Credit Card
10616,2324,2023-02-20,2583.4,Credit Card
10620,95927,2023-07-13,3633.47,Bank Transfer
10621,53311,2023-06-25,2990.75,Cash
10626,67322,2023-12-21,4145.55,Credit Card
10630,61784,2023-06-27,1826.32,Cash
10634,58862,2023-07-05,3749.24,Cash
10635,65309,2023-01-01,2458.24,Bank Transfer
10636,34340,2023-05-14,174.64,Cash
10640,7700,2023-11-12,3459.89,Bank Transfer
10647,82238,2023-01-27,2306.5,Bank Transfer
10652,51420,2023-03-02,985.49,Cash
10657,86002,2023-04-08,99.32,Bank Transfer
10659,49235,2023-06-04,1231.33,Cash
10661,63984,2023-10-26,75.43,Credit Card
10662,60220,2023-07-01,4080.01,Bank Transfer
10663,44710,2023-04-16,494.52,Credit Card
10669,24054,2023-11-08,1272.92,Bank Transfer
10678,6136,2023-02-20,4523.26,Cash
10681,51050,2023-07-27,234.28,Cash
10697,77979,2023-01-28,3828.88,Credit Card
10698,3256,2023-07-01,253.17,Cash
10699,92113,2023-01-18,155.06,Credit Card
10701,68520,2023-11-17,798.92,Cash
10704,7097,2023-01-03,58.17,Credit Card
10706,67844,2023-07-05,535.84,Cash
10719,78297,2023-05-19,918.63,Cash
10726,65605,2023-06-13,93.39,Cash
10727,2202,2023-03-13,368.96,Cash
10730,79446,2023-02-05,850.96,Bank Transfer
10731,57871,2023-02-28,4518.92,Cash
10735,87092,2023-03-15,3344.05,Bank Transfer
10736,2614,2023-11-28,2775.93,Cash
10738,59315,2023-10-09,1043.8,Bank Transfer
10757,2140,2023-12-15,4896.58,Bank Transfer
10758,30027,2023-10-08,1688.29,Cash
10762,89250,2023-06-20,174.98,Credit Card
10764,95779,2023-09-14,3319.61,Bank Transfer
10765,90869,2023-02-21,490.69,Cash
10768,43186,2023-07-26,3139.64,Cash
10774,74770,2023-08-23,2776.71,Bank Transfer
10781,69926,2023-09-21,781.13,Credit Card
10782,41055,2023-01-09,1969.72,Credit Card
10795,78903,2023-10-28,4854.24,Credit Card
10819,38899,2023-11-24,89.68,Credit Card
10820,77723,2023-03-05,3019.67,Cash
10823,78500,2023-10-01,1994.66,Cash
10828,49608,2023-03-28,4609.09,Credit Card
10833,53646,2023-06-20,2681.73,Credit Card
10840,8822,2023-05-13,3203.89,Bank Transfer
10847,1230,2023-04-24,4120.58,Cash
10850,5113,2023-04-27,3398.04,Credit Card
10855,25152,2023-10-20,451.89,Bank Transfer
10862,3882,2023-09-03,2535.66,Cash
10865,97298,2023-09-14,1255.77,Bank Transfer
10872,67174,2023-10-02,1909.54,Credit Card
10874,44576,2023-10-14,683.55,Credit Card
10883,85795,2023-03-19,4631.77,Cash
10886,85597,2023-06-17,3221.98,Bank Transfer
10887,49165,2023-04-15,1155.91,Credit Card
10893,52867,2023-09-27,757.78,Bank Transfer
10894,22474,2023-04-03,124.03,Cash
10897,77389,2023-08-12,2820.07,Cash
10908,88591,2023-10-21,3021.2,Bank Transfer
10915,95895,2023-11-13,4914.62,Bank Transfer
10916,42605,2023-05-07,970.41,Bank Transfer
10918,2554,2023-05-02,216.22,Bank Transfer
10922,71130,2023-09-10,3626.16,Cash
10925,39789,2023-07-03,4777.22,Cash
10927,71682,2023-05-20,1288.16,Credit Card
10934,83962,2023-03-22,4765.03,Credit Card
10935,27963,2023-05-07,1856.61,Credit Card
10936,73455,2023-05-15,3297.03,Bank Transfer
10939,55844,2023-07-20,2207.13,Credit Card
10940,53330,2023-06-05,1042.97,Cash
10944,90283,2023-09-11,2060.12,Credit Card
10946,62845,2023-06-16,4306.13,Bank Transfer
10948,10014,2023-06-28,3033.21,Bank Transfer
10949,37250,2023-03-09,3905.15,Credit Card
10950,39888,2023-06-05,2565.23,Bank Transfer
10958,94386,2023-11-05,2929.36,Credit Card
10961,27602,2023-03-17,2892.32,Cash
10962,40783,2023-04-05,1661.06,Credit Card
10973,64852,2023-06-24,1554.82,Credit Card
10974,66247,2023-10-09,573.11,Credit Card
10975,30672,2023-04-07,81.23,Credit Card
10981,89509,2023-08-22,4695.87,Credit Card
10982,68800,2023-04-10,4970.77,Bank Transfer
10984,46921,2023-09-21,1510.6,Cash
10985,40139,2023-03-02,702.68,Bank Transfer
10989,86251,2023-12-18,2381.16,Bank Transfer
10998,4679,2023-03-01,3746.01,Credit Card
11004,52086,2023-10-07,1494.54,Credit Card
11017,94857,2023-05-21,4908.93,Credit Card
11019,98498,2023-07-23,3892.89,Credit Card
11020,6326,2023-08-17,966.95,Credit Card
11022,3790,2023-11-27,2061.69,Cash
11031,1259,2023-05-22,503.2,Cash
11032,90004,2023-09-25,264.93,Bank Transfer
11050,52187,2023-05-20,1080.42,Credit Card
11059,17418,2023-07-20,1711.98,Credit Card
11060,41666,2023-11-16,1301.85,Bank Transfer
11062,21245,2023-07-21,2956.39,Bank Transfer
11065,52110,2023-06-28,4989.2,Bank Transfer
11070,62800,2023-08-06,3764.39,Cash
11072,72621,2023-01-25,3268.41,Cash
11076,96155,2023-11-24,1082.87,Cash
11087,37231,2023-09-15,1805.78,Credit Card
11088,8953,2023-01-16,4340.72,Credit Card
11092,59405,2023-06-17,2389.94,Credit Card
11094,89442,2023-11-12,140.09,Bank Transfer
11095,83302,2023-05-26,2047.61,Bank Transfer
11096,49710,2023-06-14,2865.51,Bank Transfer
11098,43998,2023-05-08,1980.89,Bank Transfer
11101,32907,2023-08-22,590.03,Bank Transfer
11104,69233,2023-10-18,102.34,Credit Card
11107,51287,2023-06-14,3158.33,Bank Transfer
11108,20081,2023-07-17,342.6,Bank Transfer
11114,31599,2023-08-04,2973.2,Cash
11128,30317,2023-07-15,362.74,Cash
11132,50954,2023-01-14,3173.56,Credit Card
11137,81318,2023-11-24,397.52,Cash
11140,8737,2023-01-25,1193.54,Credit Card
11141,22854,2023-08-22,3490.89,Bank Transfer
11144,55216,2023-06-08,3565.63,Bank Transfer
11147,47709,2023-08-02,4461.2,Cash
11158,43317,2023-06-10,3436.98,Cash
11160,56783,2023-11-26,3311.38,Credit Card
11161,78022,2023-10-01,1609.0,Credit Card
11162,61705,2023-06-08,3414.57,Cash
11168,38368,2023-08-16,3668.85,Credit Card
11170,24938,2023-01-21,3614.75,Cash
11174,68807,2023-11-05,3132.19,Bank Transfer
11177,55347,2023-09-22,4084.13,Credit Card
11187,99762,2023-05-20,4182.38,Bank Transfer
11189,14768,2023-02-18,3541.07,Credit Card
11195,62838,2023-05-02,2840.49,Credit Card
11199,62217,2023-07-23,3535.16,Cash
11207,32886,2023-10-08,3527.5,Cash
11222,77367,2023-02-11,4535.33,Credit Card
11223,46911,2023-05-02,244.82,Bank Transfer
11225,16724,2023-06-16,1871.95,Credit Card
11228,3893,2023-01-22,2964.48,Bank Transfer
11236,42072,2023-12-11,4222.69,Cash
11241,99182,2023-07-16,3852.07,Credit Card
11248,79519,2023-05-09,366.21,Cash
11252,87180,2023-04-06,1051.46,Cash
11258,38775,2023-01-15,384.47,Cash
11260,491,2023-12-17,565.27,Cash
11267,83195,2023-10-18,1259.73,Bank Transfer
11271,4382,2023-08-08,1455.14,Credit Card
11280,57406,2023-12-18,2303.67,Cash
11288,43580,2023-06-11,3098.23,Credit Card
11293,21505,2023-04-18,248.78,Cash
11296,18573,2023-03-04,1869.57,Credit Card
11302,96377,2023-05-17,268.19,Cash
11304,63005,2023-09-16,2283.17,Bank Transfer
11306,41458,2023-11-12,3073.54,Bank Transfer
11308,44074,2023-01-08,2462.17,Credit Card
11311,70838,2023-11-22,1989.6,Cash
11324,68422,2023-11-10,3229.17,Credit Card
11326,69729,2023-06-26,3183.39,Credit Card
11327,38530,2023-12-27,1913.08,Bank Transfer
11329,79097,2023-07-23,3584.7,Credit Card
11343,20007,2023-03-21,2907.31,Bank Transfer
11346,83071,2023-01-02,2824.93,Cash
11348,47659,2023-09-04,1216.95,Cash
11349,68610,2023-07-12,457.27,Credit Card
11361,87610,2023-07-26,3289.71,Cash
11362,94635,2023-03-19,832.2,Cash
11373,97603,2023-01-04,2067.58,Bank Transfer
11376,49588,2023-04-26,1998.14,Cash
11381,88610,2023-01-18,4047.97,Credit Card
11392,19613,2023-04-13,3804.21,Bank Transfer
11396,15017,2023-03-28,2054.99,Bank Transfer
11398,84672,2023-08-01,707.5,Credit Card
11408,3894,2023-07-22,1601.57,Cash
11410,84125,2023-12-10,1410.43,Bank Transfer
11415,48911,2023-04-24,317.37,Cash
11417,71146,2023-05-28,3657.67,Credit Card
11419,53790,2023-05-24,2073.42,Cash
11420,95983,2023-02-01,4408.69,Bank Transfer
11423,59420,2023-12-01,2996.22,Bank Transfer
11434,58580,2023-05-09,796.94,Cash
11436,2571,2023-08-13,2838.1,Bank Transfer
11438,76967,2023-06-26,4370.47,Cash
11447,910,2023-01-27,4435.89,Cash
11453,68939,2023-09-13,3301.79,Credit Card
11456,54866,2023-09-20,3222.1,Credit Card
11463,64105,2023-07-22,2722.25,Cash
11464,31674,2023-08-01,3625.78,Credit Card
11471,39389,2023-09-02,1954.88,Bank Transfer
11488,63772,2023-12-20,3442.43,Cash
11489,15084,2023-06-02,2099.31,Credit Card
11496,45892,2023-05-01,2115.6,Cash
11515,87848,2023-01-16,2086.15,Credit Card
11517,28345,2023-08-22,4537.68,Credit Card
11519,20070,2023-11-24,176.09,Credit Card
11524,66435,2023-01-08,4001.93,Credit Card
11539,19896,2023-11-07,4202.93,Cash
11541,5628,2023-11-27,302.9,Bank Transfer
11545,87059,2023-04-15,1350.99,Credit Card
11546,18903,2023-10-01,3480.15,Cash
11552,2932,2023-05-20,1144.61,Cash
11555,18530,2023-03-07,3214.47,Credit Card
11556,14485,2023-12-09,2230.95,Bank Transfer
11566,87444,2023-01-22,426.57,Bank Transfer
11567,82124,2023-12-17,464.27,Cash
11568,50741,2023-03-06,3733.6,Cash
11575,25472,2023-07-27,1159.67,Credit Card
11585,16634,2023-12-04,3363.65,Credit Card
11588,1265,2023-04-12,1565.95,Bank Transfer
11589,75805,2023-09-16,3207.15,Credit Card
11592,79849,2023-02-20,1244.63,Bank Transfer
11593,60125,2023-12-15,4484.93,Cash
11599,81033,2023-01-08,2556.76,Credit Card
11601,88648,2023-10-06,2066.58,Cash
11606,28596,2023-11-07,606.72,Credit Card
11638,71532,2023-06-04,1210.97,Bank Transfer
11646,95972,2023-01-07,3488.77,Credit Card
11662,23890,2023-04-10,3105.05,Credit Card
11669,33454,2023-12-27,4035.83,Credit Card
11670,4182,2023-10-18,1080.32,Cash
11673,98638,2023-09-07,1040.07,Cash
11684,40265,2023-09-09,4320.96,Cash
11692,77452,2023-09-11,345.33,Credit Card
11693,2484,2023-11-28,2764.42,Cash
11702,14924,2023-07-06,3208.86,Cash
11713,51054,2023-07-22,999.85,Credit Card
11718,35799,2023-11-22,4283.81,Credit Card
11721,20061,2023-02-06,4249.64,Credit Card
11746,5067,2023-06-03,4695.07,Cash
11747,25405,2023-01-22,540.9,Cash
11749,21047,2023-05-21,1868.93,Cash
11766,49253,2023-07-03,1335.51,Credit Card
11771,74214,2023-08-05,3365.33,Cash
11773,51773,2023-07-06,4219.93,Bank Transfer
11776,51998,2023-04-07,1661.35,Cash
11781,83609,2023-02-15,1569.34,Cash
11783,5849,2023-07-19,151.3,Cash
11786,62119,2023-04-05,927.05,Credit Card
11799,50240,2023-12-04,3057.72,Bank Transfer
11801,3023,2023-07-08,3410.61,Cash
11803,854,2023-05-05,2916.41,Cash
11813,68633,2023-05-13,368.78,Bank Transfer
11825,62882,2023-01-14,193.7,Bank Transfer
11827,47042,2023-12-17,4255.24,Credit Card
11831,60868,2023-10-28,4347.28,Credit Card
11836,5012,2023-01-09,4062.54,Cash
11844,10225,2023-05-11,2873.52,Cash
11845,25207,2023-09-17,1243.97,Bank Transfer
11849,32391,2023-05-13,1501.46,Credit Card
11857,92602,2023-03-02,3519.13,Bank Transfer
11861,5485,2023-09-07,2728.11,Credit Card
11865,77520,2023-01-28,248.18,Credit Card
11868,44462,2023-11-27,3203.29,Credit Card
11872,36707,2023-07-11,2005.53,Credit Card
11874,1942,2023-04-14,415.36,Cash
11878,38767,2023-04-06,52.38,Bank Transfer
11879,27259,2023-05-03,228.15,Cash
11893,99828,2023-06-25,609.98,Bank Transfer
11901,92563,2023-10-15,3232.54,Cash
11902,96605,2023-10-19,292.4,Credit Card
11903,24962,2023-02-25,3613.39,Cash
11904,12337,2023-08-12,3279.97,Bank Transfer
11908,30492,2023-10-10,1532.43,Credit Card
11910,84404,2023-04-04,1731.7,Credit Card
11916,55633,2023-01-04,3650.64,Credit Card
11919,59211,2023-02-21,3569.51,Credit Card
11936,75468,2023-10-14,900.6,Bank Transfer
11941,75314,2023-01-13,1537.94,Cash
11946,88713,2023-06-02,384.38,Cash
11961,27963,2023-06-24,628.17,Credit Card
11967,63117,2023-11-11,4699.88,Cash
11968,110,2023-02-07,827.94,Credit Card
11971,83680,2023-07-09,2828.98,Cash
11982,74126,2023-05-06,4583.36,Bank Transfer
11992,2514,2023-04-08,1859.3,Bank Transfer
12005,78090,2023-10-12,388.99,Cash
12011,33537,2023-10-05,696.3,Cash
12013,90439,2023-02-02,2838.46,Cash
12023,35518,2023-03-03,4483.3,Cash
12025,91733,2023-01-15,3184.53,Bank Transfer
12033,55369,2023-03-21,1870.09,Bank Transfer
12041,47193,2023-03-16,3892.71,Credit Card
12051,4389,2023-02-06,4577.48,Cash
12054,24529,2023-06-20,3078.49,Bank Transfer
12058,67781,2023-12-16,4216.0,Bank Transfer
12062,67799,2023-07-08,1173.75,Bank Transfer
12067,52806,2023-12-16,2923.84,Bank Transfer
12086,48911,2023-08-01,3855.21,Cash
12100,49560,2023-05-16,3637.63,Credit Card
12101,51479,2023-01-18,2543.67,Cash
12108,80091,2023-02-20,4860.21,Cash
12122,27102,2023-02-11,3976.07,Credit Card
12129,86013,2023-01-18,4979.82,Bank Transfer
12146,59589,2023-04-13,2683.4,Credit Card
12150,12861,2023-10-27,3273.21,Credit Card
12152,69268,2023-05-09,404.08,Bank Transfer
12162,86160,2023-11-06,3792.85,Credit Card
12164,60818,2023-08-17,886.21,Cash
12168,28717,2023-04-25,2772.33,Cash
12170,36275,2023-03-03,1335.61,Bank Transfer
12172,64023,2023-03-13,1528.61,Bank Transfer
12173,89598,2023-12-15,4182.94,Credit Card
12177,65464,2023-01-11,4741.14,Credit Card
12181,58920,2023-10-22,4380.26,Cash
12182,51896,2023-09-24,783.74,Bank Transfer
12184,12753,2023-11-23,3216.18,Bank Transfer
12187,27375,2023-10-07,1071.58,Bank Transfer
12192,64080,2023-08-08,3711.12,Credit Card
12196,11310,2023-05-06,2484.17,Bank Transfer
12202,55753,2023-03-07,4596.71,Cash
12205,51471,2023-05-23,3226.48,Cash
12207,82904,2023-12-10,4793.0,Bank Transfer
12210,84251,2023-07-15,2601.88,Credit Card
12212,96153,2023-11-13,4210.48,Cash
12215,44827,2023-05-26,2999.1,Bank Transfer
12217,48595,2023-06-13,1472.98,Credit Card
12223,11899,2023-10-09,3219.52,Credit Card
12227,42064,2023-07-09,1409.92,Bank Transfer
12243,152,2023-05-12,3717.17,Cash
12255,80630,2023-04-25,4782.31,Bank Transfer
12260,90573,2023-08-11,3903.86,Credit Card
12262,31393,2023-09-11,4374.73,Cash
12264,24671,2023-12-05,1862.96,Credit Card
12271,41685,2023-06-06,909.28,Bank Transfer
12272,47665,2023-05-04,4914.94,Cash
12277,58920,2023-05-26,1219.69,Credit Card
12280,70466,2023-09-06,907.06,Bank Transfer
12282,59989,2023-03-09,2364.25,Bank Transfer
12283,11871,2023-12-12,166.06,Cash
12284,46741,2023-01-01,1220.74,Bank Transfer
12287,69441,2023-06-26,398.88,Credit Card
12292,8403,2023-05-05,911.42,Cash
12293,45731,2023-09-14,2212.51,Bank Transfer
12302,35566,2023-09-04,2704.06,Cash
12304,38034,2023-09-20,1710.34,Bank Transfer
12310,27414,2023-11-28,417.65,Credit Card
12326,74771,2023-09-17,2949.15,Cash
12337,7943,2023-08-27,2387.6,Cash
12344,89510,2023-09-23,2645.07,Cash
12368,91122,2023-02-19,1462.29,Credit Card
12376,42827,2023-05-26,856.46,Credit Card
12379,78156,2023-06-01,646.74,Cash
12380,91316,2023-09-06,2255.2,Bank Transfer
12387,50213,2023-11-13,1672.31,Cash
12391,25847,2023-10-15,68.71,Cash
12402,33455,2023-12-20,1912.74,Cash
12403,98632,2023-01-13,359.71,Cash
12411,55984,2023-05-06,1694.86,Credit Card
12413,33184,2023-01-18,1780.44,Bank Transfer
12416,44934,2023-10-01,3172.79,Cash
12424,20535,2023-08-13,1714.5,Credit Card
12431,98290,2023-10-23,1341.53,Cash
12432,72080,2023-06-28,3434.0,Credit Card
12438,13702,2023-06-18,4065.62,Cash
12441,83070,2023-04-02,3781.4,Bank Transfer
12442,11003,2023-07-09,3597.54,Credit Card
12451,1003,2023-03-26,2624.22,Credit Card
12454,64210,2023-11-18,4425.82,Cash
12459,45473,2023-02-24,1236.71,Bank Transfer
12460,77410,2023-01-16,526.72,Bank Transfer
12463,35514,2023-06-07,973.36,Cash
12465,37894,2023-02-04,2608.8,Credit Card
12467,51623,2023-11-10,735.67,Cash
12469,46009,2023-03-08,415.91,Credit Card
12473,25886,2023-01-25,1148.75,Credit Card
12474,26572,2023-01-18,2009.67,Credit Card
12475,22479,2023-12-06,338.07,Bank Transfer
