Invoice ID,Claim ID,Invoice Date,Due Date,Amount,Status
9888,9888,2023-05-25,2023-06-03,3137.93,Overdue
9889,9889,2023-06-12,2023-01-27,1801.79,Overdue
9892,9892,2023-03-07,2023-03-24,4890.32,Overdue
9894,9894,2023-08-19,2023-10-27,2942.19,Unpaid
9895,9895,2023-09-06,2023-01-05,796.27,Overdue
9896,9896,2023-10-14,2023-09-15,943.81,Overdue
9899,9899,2023-08-08,2023-12-24,3800.98,Unpaid
9902,9902,2023-01-20,2023-11-17,1216.14,Overdue
9904,9904,2023-05-09,2023-05-23,3036.35,Paid
9907,9907,2023-02-12,2023-06-08,3678.18,Overdue
9911,9911,2023-09-12,2023-02-05,3648.54,Overdue
9920,9920,2023-06-23,2023-02-28,1748.34,Unpaid
9922,9922,2023-05-05,2023-09-06,775.28,Overdue
9924,9924,2023-06-21,2023-02-17,2053.13,Overdue
9925,9925,2023-05-16,2023-12-21,4884.95,Paid
9926,9926,2023-02-08,2023-04-15,4451.16,Overdue
9931,9931,2023-09-11,2023-01-20,3578.33,Unpaid
9932,9932,2023-03-13,2023-02-28,1455.32,Unpaid
9935,9935,2023-11-11,2023-08-13,4129.04,Overdue
9940,9940,2023-10-15,2023-08-17,3838.58,Paid
9942,9942,2023-08-09,2023-06-25,3381.21,Paid
9943,9943,2023-11-02,2023-12-19,4252.92,Overdue
9944,9944,2023-08-05,2023-03-23,4085.29,Unpaid
9946,9946,2023-10-10,2023-08-24,1317.04,Unpaid
9951,9951,2023-06-09,2023-08-08,1955.21,Unpaid
9965,9965,2023-04-23,2023-09-13,4667.77,Paid
9966,9966,2023-11-25,2023-09-13,1574.99,Paid
9968,9968,2023-03-23,2023-09-23,1330.64,Paid
9969,9969,2023-01-19,2023-06-11,640.3,Unpaid
9970,9970,2023-12-25,2023-05-26,2237.78,Overdue
9973,9973,2023-02-23,2023-04-14,4650.94,Overdue
9977,9977,2023-01-06,2023-09-18,4189.44,Unpaid
9980,9980,2023-06-19,2023-10-04,2397.54,Paid
9982,9982,2023-06-06,2023-02-24,1996.07,Overdue
9991,9991,2023-02-16,2023-06-25,2674.41,Unpaid
10003,10003,2023-02-26,2023-07-09,1625.63,Overdue
10004,10004,2023-11-10,2023-04-08,3140.65,Paid
10005,10005,2023-02-04,2023-08-25,4981.93,Unpaid
10010,10010,2023-09-28,2023-07-08,4397.54,Unpaid
10012,10012,2023-03-21,2023-10-10,1252.49,Paid
10015,10015,2023-06-15,2023-12-01,2368.38,Paid
10020,10020,2023-06-21,2023-06-10,3792.55,Unpaid
10022,10022,2023-02-22,2023-03-15,3519.98,Unpaid
10029,10029,2023-04-23,2023-08-03,4046.2,Unpaid
10033,10033,2023-01-02,2023-11-08,3336.93,Overdue
10034,10034,2023-03-20,2023-12-15,2868.42,Overdue
10037,10037,2023-08-24,2023-07-13,4256.97,Unpaid
10040,10040,2023-12-28,2023-07-10,1541.32,Paid
10041,10041,2023-04-12,2023-10-03,1272.38,Unpaid
10044,10044,2023-10-23,2023-11-19,3930.11,Unpaid
10048,10048,2023-10-14,2023-01-24,4129.68,Paid
10049,10049,2023-08-14,2023-06-05,2542.03,Unpaid
10052,10052,2023-07-18,2023-10-14,1573.85,Overdue
10055,10055,2023-05-01,2023-01-03,3889.82,Paid
10060,10060,2023-12-21,2023-07-23,4101.61,Overdue
10079,10079,2023-02-07,2023-09-15,2403.85,Unpaid
10083,10083,2023-03-20,2023-09-06,2350.11,Overdue
10084,10084,2023-11-23,2023-05-05,1248.56,Overdue
10086,10086,2023-12-10,2023-10-17,4946.49,Paid
10092,10092,2023-01-22,2023-07-06,3016.47,Paid
10093,10093,2023-02-13,2023-11-20,542.72,Overdue
10096,10096,2023-07-23,2023-08-05,1042.62,Unpaid
10097,10097,2023-04-16,2023-05-21,2310.89,Unpaid
10101,10101,2023-08-02,2023-07-08,542.3,Overdue
10103,10103,2023-06-13,2023-05-28,3626.54,Unpaid
10109,10109,2023-10-09,2023-11-25,3132.87,Unpaid
10112,10112,2023-04-11,2023-09-18,2802.82,Unpaid
10114,10114,2023-01-03,2023-09-27,2334.64,Paid
10119,10119,2023-01-01,2023-04-12,935.51,Overdue
10121,10121,2023-10-05,2023-05-09,770.23,Unpaid
10125,10125,2023-03-27,2023-03-04,489.49,Paid
10127,10127,2023-05-19,2023-09-21,2349.5,Unpaid
10129,10129,2023-01-20,2023-09-15,476.76,Overdue
10131,10131,2023-03-04,2023-10-07,4305.72,Overdue
10132,10132,2023-03-22,2023-05-25,1252.85,Paid
10134,10134,2023-02-22,2023-07-01,2167.4,Paid
10140,10140,2023-05-27,2023-11-22,4000.82,Paid
10143,10143,2023-03-18,2023-07-10,3197.61,Unpaid
10144,10144,2023-12-03,2023-04-28,1561.49,Unpaid
10148,10148,2023-04-06,2023-04-24,65.82,Unpaid
10151,10151,2023-08-02,2023-07-14,1508.06,Paid
10153,10153,2023-03-12,2023-12-09,4518.11,Paid
10156,10156,2023-11-08,2023-11-27,2019.61,Paid
10157,10157,2023-11-26,2023-01-19,2343.46,Unpaid
10160,10160,2023-08-23,2023-11-01,3884.68,Paid
10164,10164,2023-04-02,2023-10-21,3639.15,Paid
10172,10172,2023-03-08,2023-01-12,4377.36,Overdue
10175,10175,2023-04-12,2023-03-09,425.44,Paid
10178,10178,2023-10-24,2023-10-21,2049.68,Paid
10179,10179,2023-10-11,2023-07-27,91.3,Overdue
10181,10181,2023-06-08,2023-10-06,1400.07,Unpaid
10185,10185,2023-09-02,2023-08-21,633.09,Unpaid
10192,10192,2023-03-07,2023-03-19,4170.87,Paid
10196,10196,2023-03-15,2023-10-08,493.27,Unpaid
10198,10198,2023-12-18,2023-08-19,2804.88,Unpaid
10200,10200,2023-10-16,2023-03-27,3956.84,Unpaid
10203,10203,2023-04-20,2023-08-13,1538.47,Paid
10204,10204,2023-02-09,2023-07-23,3614.79,Overdue
10211,10211,2023-01-09,2023-10-25,2878.11,Unpaid
10212,10212,2023-03-04,2023-12-11,4624.91,Unpaid
10213,10213,2023-10-25,2023-01-04,2488.83,Unpaid
10216,10216,2023-11-20,2023-04-23,361.53,Paid
10217,10217,2023-12-05,2023-11-08,1501.74,Unpaid
10218,10218,2023-02-27,2023-08-15,3924.65,Paid
10224,10224,2023-05-07,2023-02-20,2622.04,Overdue
10225,10225,2023-08-20,2023-05-04,996.8,Overdue
10230,10230,2023-05-25,2023-07-24,229.14,Overdue
10236,10236,2023-11-18,2023-09-02,4273.29,Overdue
10240,10240,2023-04-15,2023-10-06,2667.12,Paid
10241,10241,2023-12-04,2023-07-05,2253.43,Overdue
10245,10245,2023-03-27,2023-12-27,3230.47,Overdue
10246,10246,2023-03-26,2023-05-19,1253.87,Paid
10249,10249,2023-04-22,2023-12-02,3856.81,Paid
10261,10261,2023-08-25,2023-05-09,3464.01,Overdue
10263,10263,2023-08-09,2023-11-04,4607.68,Unpaid
10265,10265,2023-10-08,2023-01-07,1894.53,Unpaid
10266,10266,2023-06-17,2023-04-15,2755.68,Overdue
10267,10267,2023-01-12,2023-04-09,4297.74,Paid
10272,10272,2023-06-21,2023-03-22,4004.73,Paid
10273,10273,2023-12-06,2023-03-12,82.97,Paid
10277,10277,2023-02-17,2023-06-08,635.26,Unpaid
10283,10283,2023-05-12,2023-06-01,1932.33,Overdue
10284,10284,2023-09-23,2023-05-06,2244.36,Overdue
10285,10285,2023-08-25,2023-05-28,1274.08,Unpaid
10290,10290,2023-10-14,2023-04-02,3262.3,Overdue
10293,10293,2023-06-12,2023-10-14,4834.4,Paid
10294,10294,2023-02-02,2023-11-07,3571.65,Overdue
10307,10307,2023-10-15,2023-05-10,2980.81,Paid
10315,10315,2023-03-16,2023-03-16,1501.78,Unpaid
10319,10319,2023-02-20,2023-09-28,408.53,Unpaid
10321,10321,2023-10-07,2023-08-12,2746.44,Paid
10324,10324,2023-02-12,2023-07-07,1108.72,Paid
10333,10333,2023-12-23,2023-05-23,2986.07,Overdue
10335,10335,2023-08-12,2023-11-10,4275.39,Overdue
10336,10336,2023-09-16,2023-06-10,610.31,Unpaid
10344,10344,2023-09-04,2023-02-11,3858.49,Overdue
10347,10347,2023-02-01,2023-01-02,3776.2,Overdue
10351,10351,2023-11-10,2023-12-26,4891.47,Paid
10352,10352,2023-11-02,2023-01-13,4202.09,Paid
10355,10355,2023-01-17,2023-11-12,4814.85,Paid
10357,10357,2023-03-03,2023-04-16,2944.54,Overdue
10363,10363,2023-02-03,2023-05-22,2779.3,Overdue
10375,10375,2023-07-16,2023-12-23,2081.35,Paid
10376,10376,2023-09-19,2023-04-08,1517.63,Paid
10377,10377,2023-05-25,2023-10-09,2665.83,Unpaid
10379,10379,2023-03-16,2023-01-14,1954.77,Unpaid
10381,10381,2023-12-20,2023-09-19,3120.88,Paid
10384,10384,2023-05-26,2023-12-26,2140.82,Overdue
10389,10389,2023-03-05,2023-08-24,3014.62,Unpaid
10393,10393,2023-03-09,2023-10-17,2820.56,Unpaid
10394,10394,2023-09-10,2023-10-20,2581.34,Overdue
10395,10395,2023-08-11,2023-04-20,4243.66,Overdue
10396,10396,2023-04-17,2023-06-13,2314.18,Overdue
10405,10405,2023-06-02,2023-07-07,4052.27,Unpaid
10407,10407,2023-02-03,2023-02-07,3282.09,Paid
10413,10413,2023-01-04,2023-10-28,3240.27,Overdue
10420,10420,2023-09-18,2023-12-24,2395.52,Overdue
10423,10423,2023-11-25,2023-06-11,1433.27,Paid
10426,10426,2023-05-26,2023-10-12,2960.12,Overdue
10429,10429,2023-02-12,2023-10-09,4635.62,Unpaid
10430,10430,2023-06-14,2023-09-03,1332.89,Paid
10431,10431,2023-12-04,2023-10-15,1588.62,Overdue
10432,10432,2023-10-04,2023-11-13,4817.88,Unpaid
10438,10438,2023-03-16,2023-06-28,834.3,Unpaid
10440,10440,2023-03-06,2023-01-12,271.56,Unpaid
10443,10443,2023-11-10,2023-09-08,4135.17,Paid
10444,10444,2023-01-26,2023-08-12,2588.57,Paid
10447,10447,2023-06-02,2023-05-11,2083.51,Unpaid
10450,10450,2023-07-19,2023-04-11,2114.89,Unpaid
10451,10451,2023-06-12,2023-04-20,1716.73,Paid
10457,10457,2023-05-26,2023-08-06,2268.13,Unpaid
10462,10462,2023-02-21,2023-12-18,4330.62,Paid
10463,10463,2023-03-23,2023-10-02,921.36,Unpaid
10465,10465,2023-04-27,2023-09-08,3080.07,Paid
10466,10466,2023-12-05,2023-10-14,4237.39,Overdue
10468,10468,2023-08-24,2023-01-28,719.74,Unpaid
10469,10469,2023-09-18,2023-09-01,52.13,Paid
10471,10471,2023-12-13,2023-10-27,977.89,Unpaid
10473,10473,2023-04-21,2023-07-10,928.0,Paid
10483,10483,2023-06-24,2023-03-10,4945.52,Overdue
10485,10485,2023-04-08,2023-08-05,4210.14,Overdue
10486,10486,2023-05-04,2023-11-19,4231.91,Unpaid
10490,10490,2023-05-11,2023-02-03,1201.14,Overdue
10493,10493,2023-01-24,2023-12-16,4441.83,Overdue
10494,10494,2023-08-10,2023-03-27,4288.82,Paid
10495,10495,2023-11-20,2023-03-03,71.53,Paid
10501,10501,2023-05-06,2023-12-19,3270.41,Unpaid
10502,10502,2023-12-06,2023-10-25,1485.46,Overdue
10504,10504,2023-12-18,2023-07-06,3286.22,Overdue
10505,10505,2023-01-01,2023-10-06,3642.01,Unpaid
10506,10506,2023-09-20,2023-01-18,1647.41,Unpaid
10512,10512,2023-03-19,2023-04-26,1570.59,Unpaid
10514,10514,2023-06-09,2023-02-12,4356.09,Unpaid
10516,10516,2023-07-21,2023-12-22,1066.61,Paid
10517,10517,2023-01-14,2023-05-23,1079.92,Unpaid
10519,10519,2023-07-14,2023-11-09,4396.35,Unpaid
10520,10520,2023-10-05,2023-10-10,4418.98,Overdue
10529,10529,2023-03-01,2023-01-11,164.69,Unpaid
10532,10532,2023-01-07,2023-01-03,4155.54,Unpaid
10533,10533,2023-05-17,2023-05-06,1568.75,Paid
10538,10538,2023-06-20,2023-05-17,693.18,Paid
10548,10548,2023-08-07,2023-08-18,1480.25,Overdue
10553,10553,2023-10-27,2023-01-20,226.55,Overdue
10562,10562,2023-04-11,2023-12-04,3048.88,Overdue
10565,10565,2023-08-05,2023-10-17,2288.37,Overdue
10573,10573,2023-12-07,2023-08-08,1561.7,Overdue
10582,10582,2023-05-19,2023-10-01,3538.3,Overdue
10589,10589,2023-08-02,2023-08-08,2118.4,Paid
10594,10594,2023-09-12,2023-10-26,2803.76,Overdue
10596,10596,2023-03-02,2023-04-08,502.1,Unpaid
10610,10610,2023-01-17,2023-09-28,2988.97,Unpaid
10614,10614,2023-08-15,2023-04-27,4851.06,Unpaid
10617,10617,2023-01-01,2023-08-01,2501.74,Overdue
10618,10618,2023-08-27,2023-11-17,1607.17,Paid
10620,10620,2023-05-15,2023-06-05,4409.43,Unpaid
10621,10621,2023-01-13,2023-10-15,684.88,Paid
10623,10623,2023-09-01,2023-05-03,83.97,Paid
10628,10628,2023-09-09,2023-06-11,4376.13,Paid
10630,10630,2023-05-08,2023-04-07,4606.94,Paid
10633,10633,2023-01-12,2023-08-11,4732.76,Paid
10634,10634,2023-07-23,2023-03-18,4957.17,Unpaid
10636,10636,2023-06-04,2023-08-16,3482.16,Paid
10643,10643,2023-08-26,2023-12-24,1417.94,Paid
10644,10644,2023-12-07,2023-02-11,3184.97,Overdue
10647,10647,2023-09-21,2023-11-11,919.59,Overdue
10650,10650,2023-12-18,2023-07-25,1379.6,Overdue
10652,10652,2023-03-20,2023-12-16,2741.5,Unpaid
10656,10656,2023-02-25,2023-03-18,1041.25,Overdue
10661,10661,2023-11-11,2023-08-03,2176.34,Paid
10665,10665,2023-06-20,2023-10-18,1298.93,Unpaid
10667,10667,2023-08-28,2023-12-17,3893.2,Overdue
10671,10671,2023-05-02,2023-03-26,1703.69,Unpaid
10674,10674,2023-01-03,2023-01-12,3784.15,Unpaid
10677,10677,2023-05-06,2023-03-18,3489.89,Unpaid
10678,10678,2023-11-08,2023-05-03,3407.97,Overdue
10681,10681,2023-12-17,2023-10-19,712.36,Unpaid
10682,10682,2023-02-11,2023-11-28,4701.05,Paid
10687,10687,2023-11-07,2023-05-12,303.41,Paid
10689,10689,2023-05-20,2023-12-13,4800.63,Overdue
10703,10703,2023-11-20,2023-10-16,2610.54,Paid
10706,10706,2023-05-10,2023-01-06,3287.04,Paid
10707,10707,2023-01-07,2023-08-04,665.54,Paid
10711,10711,2023-12-05,2023-04-01,2285.79,Overdue
10720,10720,2023-08-17,2023-01-10,4454.27,Paid
10723,10723,2023-09-23,2023-06-17,2872.17,Paid
10730,10730,2023-09-04,2023-11-23,1196.06,Overdue
10732,10732,2023-06-21,2023-06-17,3581.32,Unpaid
10741,10741,2023-03-02,2023-06-05,960.68,Overdue
10742,10742,2023-12-08,2023-11-28,2474.58,Overdue
10745,10745,2023-07-26,2023-01-18,4622.2,Paid
10746,10746,2023-03-27,2023-08-09,2004.4,Unpaid
10749,10749,2023-02-01,2023-04-22,3978.32,Unpaid
10759,10759,2023-01-27,2023-04-03,4900.47,Unpaid
10771,10771,2023-03-24,2023-11-04,1577.34,Overdue
10774,10774,2023-11-27,2023-02-23,4810.73,Paid
10775,10775,2023-03-10,2023-03-15,1182.84,Unpaid
10776,10776,2023-02-27,2023-11-05,4993.58,Paid
10781,10781,2023-05-27,2023-10-06,1417.04,Paid
10787,10787,2023-04-28,2023-04-14,2410.05,Paid
10789,10789,2023-04-19,2023-01-15,4591.79,Unpaid
10794,10794,2023-11-09,2023-05-16,1734.06,Overdue
10795,10795,2023-01-26,2023-01-05,1177.28,Paid
10798,10798,2023-05-23,2023-09-19,461.95,Overdue
10801,10801,2023-07-10,2023-02-02,2898.13,Paid
10804,10804,2023-12-01,2023-07-20,1931.48,Paid
10806,10806,2023-06-16,2023-01-06,1281.03,Paid
10807,10807,2023-12-24,2023-12-01,69.03,Overdue
10809,10809,2023-11-07,2023-01-08,2341.76,Overdue
10811,10811,2023-09-06,2023-12-06,2284.67,Overdue
10812,10812,2023-12-20,2023-12-12,3060.03,Overdue
10814,10814,2023-07-03,2023-12-02,4792.69,Unpaid
10816,10816,2023-03-13,2023-09-14,2433.97,Overdue
10819,10819,2023-12-07,2023-07-27,1189.82,Unpaid
10822,10822,2023-12-19,2023-09-23,4774.74,Paid
10824,10824,2023-04-15,2023-08-15,2210.65,Overdue
10825,10825,2023-04-06,2023-07-07,2213.82,Overdue
10826,10826,2023-12-15,2023-03-04,206.2,Paid
10829,10829,2023-08-25,2023-12-25,3349.73,Overdue
10835,10835,2023-11-07,2023-11-24,713.13,Overdue
10837,10837,2023-11-22,2023-11-28,3565.89,Paid
10839,10839,2023-08-03,2023-12-13,4231.07,Paid
10842,10842,2023-07-09,2023-08-17,252.45,Paid
10844,10844,2023-12-10,2023-08-17,2490.15,Paid
10846,10846,2023-04-02,2023-09-18,3040.96,Unpaid
10851,10851,2023-04-12,2023-10-07,799.83,Unpaid
10855,10855,2023-02-05,2023-09-12,3827.28,Paid
10860,10860,2023-12-27,2023-09-05,3500.62,Paid
10864,10864,2023-07-20,2023-02-24,3524.61,Unpaid
10868,10868,2023-02-16,2023-04-09,4302.85,Unpaid
10876,10876,2023-01-12,2023-11-06,979.6,Paid
10882,10882,2023-04-03,2023-08-18,4884.04,Paid
10888,10888,2023-08-21,2023-03-20,2070.97,Overdue
10891,10891,2023-07-04,2023-09-23,4181.71,Overdue
10892,10892,2023-07-06,2023-05-17,4605.21,Unpaid
10894,10894,2023-04-19,2023-04-23,4526.75,Overdue
10896,10896,2023-05-05,2023-11-11,534.38,Unpaid
10901,10901,2023-08-02,2023-04-18,3355.01,Paid
10902,10902,2023-12-09,2023-04-11,3659.93,Unpaid
10907,10907,2023-03-13,2023-12-12,3728.34,Paid
10910,10910,2023-10-01,2023-09-28,426.94,Unpaid
10911,10911,2023-06-17,2023-09-02,2432.8,Unpaid
10919,10919,2023-09-14,2023-12-10,4041.55,Overdue
10924,10924,2023-05-03,2023-08-04,4907.4,Paid
10925,10925,2023-03-08,2023-01-23,3714.02,Overdue
10926,10926,2023-10-08,2023-05-03,882.43,Unpaid
10930,10930,2023-10-13,2023-09-18,3095.22,Overdue
10934,10934,2023-11-25,2023-02-26,3765.29,Overdue
10942,10942,2023-11-13,2023-04-07,3098.76,Overdue
10945,10945,2023-07-17,2023-09-12,4689.78,Unpaid
10947,10947,2023-04-01,2023-01-17,4478.03,Paid
10948,10948,2023-08-15,2023-12-15,3615.68,Overdue
10952,10952,2023-02-11,2023-06-02,4546.53,Unpaid
10953,10953,2023-05-21,2023-08-04,4184.41,Overdue
10959,10959,2023-02-05,2023-07-28,3909.41,Unpaid
10962,10962,2023-02-17,2023-03-28,3030.66,Overdue
10966,10966,2023-06-19,2023-04-13,4839.53,Paid
10970,10970,2023-06-08,2023-03-15,3856.73,Paid
10971,10971,2023-03-09,2023-11-18,371.58,Overdue
10974,10974,2023-06-15,2023-11-08,3882.84,Overdue
10975,10975,2023-10-12,2023-10-16,794.42,Unpaid
10982,10982,2023-08-25,2023-05-28,2769.73,Overdue
10986,10986,2023-05-06,2023-05-19,132.97,Unpaid
10991,10991,2023-07-24,2023-03-21,1618.46,Overdue
10994,10994,2023-08-17,2023-05-21,2167.54,Unpaid
10995,10995,2023-01-23,2023-04-09,670.8,Overdue
10997,10997,2023-07-24,2023-03-08,484.58,Paid
10998,10998,2023-08-27,2023-03-15,4496.93,Overdue
11001,11001,2023-03-07,2023-01-11,509.48,Paid
11002,11002,2023-11-11,2023-11-22,2206.79,Paid
11003,11003,2023-02-20,2023-10-09,4518.89,Paid
11004,11004,2023-03-08,2023-01-28,4060.75,Overdue
11005,11005,2023-09-04,2023-04-23,3505.36,Paid
11013,11013,2023-07-28,2023-08-27,3844.25,Unpaid
11014,11014,2023-06-06,2023-07-10,3502.27,Overdue
11024,11024,2023-12-07,2023-08-09,1345.47,Overdue
11026,11026,2023-02-25,2023-01-18,1193.65,Paid
11033,11033,2023-02-17,2023-07-23,1853.75,Paid
11041,11041,2023-01-23,2023-05-01,375.05,Unpaid
11042,11042,2023-10-28,2023-04-22,4791.95,Paid
11044,11044,2023-09-16,2023-07-23,2616.16,Paid
11046,11046,2023-02-16,2023-09-02,2323.49,Paid
11047,11047,2023-02-05,2023-09-05,1047.0,Overdue
11048,11048,2023-04-14,2023-07-02,1585.38,Paid
11053,11053,2023-05-10,2023-10-01,3963.64,Unpaid
11060,11060,2023-10-10,2023-11-26,2981.13,Unpaid
11061,11061,2023-05-25,2023-07-05,1645.9,Unpaid
11062,11062,2023-10-24,2023-07-20,2445.57,Unpaid
11065,11065,2023-05-02,2023-11-04,4344.83,Unpaid
11066,11066,2023-02-01,2023-04-22,1306.39,Paid
11068,11068,2023-09-11,2023-01-06,2268.23,Overdue
11070,11070,2023-04-07,2023-01-22,2557.17,Unpaid
11074,11074,2023-09-12,2023-07-03,1434.02,Overdue
11083,11083,2023-01-22,2023-04-04,3794.47,Overdue
11086,11086,2023-04-04,2023-05-25,963.12,Paid
11089,11089,2023-06-25,2023-04-01,3004.16,Overdue
11098,11098,2023-11-11,2023-05-02,1054.85,Unpaid
11099,11099,2023-07-19,2023-10-05,2647.53,Unpaid
11100,11100,2023-01-15,2023-02-04,790.99,Overdue
11103,11103,2023-12-06,2023-09-10,1544.8,Paid
11105,11105,2023-02-06,2023-08-06,4239.94,Unpaid
11112,11112,2023-08-02,2023-03-17,473.9,Paid
11122,11122,2023-01-17,2023-11-07,3136.07,Overdue
11132,11132,2023-10-22,2023-12-09,1353.48,Paid
11136,11136,2023-11-01,2023-11-25,3804.74,Paid
11137,11137,2023-01-23,2023-05-12,2029.82,Unpaid
11139,11139,2023-05-15,2023-03-15,322.68,Paid
11140,11140,2023-05-20,2023-11-22,1604.69,Unpaid
11146,11146,2023-08-28,2023-04-02,1164.63,Paid
11148,11148,2023-07-03,2023-02-09,4913.99,Overdue
11153,11153,2023-06-13,2023-05-11,3716.25,Unpaid
11156,11156,2023-06-06,2023-07-04,700.12,Overdue
11158,11158,2023-06-07,2023-01-08,4165.2,Unpaid
11162,11162,2023-06-11,2023-07-23,4462.66,Unpaid
11163,11163,2023-09-14,2023-10-10,1396.68,Paid
11166,11166,2023-03-10,2023-05-25,1121.1,Unpaid
11171,11171,2023-11-03,2023-01-05,3147.3,Paid
11176,11176,2023-11-14,2023-05-11,3666.61,Paid
11181,11181,2023-06-03,2023-12-18,4434.64,Overdue
11185,11185,2023-07-14,2023-02-13,1822.95,Paid
11187,11187,2023-12-26,2023-07-15,2711.13,Unpaid
11194,11194,2023-06-11,2023-06-27,2247.54,Overdue
11195,11195,2023-03-24,2023-06-07,1375.84,Unpaid
11199,11199,2023-09-25,2023-08-14,252.68,Paid
11200,11200,2023-11-20,2023-08-13,1961.92,Paid
11201,11201,2023-03-28,2023-11-27,2165.04,Overdue
11203,11203,2023-01-23,2023-07-27,4545.79,Overdue
11207,11207,2023-10-01,2023-10-15,933.85,Paid
11209,11209,2023-11-05,2023-07-18,4222.88,Unpaid
11210,11210,2023-10-21,2023-08-25,1811.4,Paid
11216,11216,2023-06-28,2023-01-09,3340.98,Paid
11217,11217,2023-07-16,2023-10-01,1635.0,Unpaid
11219,11219,2023-09-15,2023-07-26,2496.21,Overdue
11220,11220,2023-10-23,2023-04-22,306.45,Paid
11221,11221,2023-06-08,2023-01-14,2755.21,Unpaid
11222,11222,2023-08-17,2023-04-03,1719.43,Paid
11225,11225,2023-04-19,2023-11-15,62.1,Paid
11228,11228,2023-09-05,2023-04-20,2430.5,Paid
11229,11229,2023-08-26,2023-06-23,1166.26,Overdue
11230,11230,2023-06-05,2023-10-05,1816.85,Paid
11239,11239,2023-08-23,2023-07-08,3318.12,Overdue
11241,11241,2023-03-09,2023-02-23,1387.98,Unpaid
11245,11245,2023-08-09,2023-12-13,3181.13,Paid
11247,11247,2023-01-24,2023-01-22,2243.55,Unpaid
11252,11252,2023-01-27,2023-02-21,2404.5,Unpaid
11253,11253,2023-06-22,2023-01-17,2805.48,Unpaid
11259,11259,2023-12-10,2023-02-02,883.03,Paid
11261,11261,2023-03-26,2023-05-04,3463.27,Paid
11263,11263,2023-01-17,2023-12-14,3215.12,Overdue
11268,11268,2023-11-18,2023-08-10,3601.84,Overdue
11269,11269,2023-01-26,2023-08-23,3665.36,Paid
11273,11273,2023-11-24,2023-03-13,1945.58,Paid
11274,11274,2023-03-05,2023-07-18,3733.07,Paid
11277,11277,2023-06-23,2023-11-12,736.56,Paid
11280,11280,2023-03-08,2023-05-17,4487.89,Overdue
11283,11283,2023-11-20,2023-04-11,2844.0,Paid
11285,11285,2023-06-23,2023-02-09,2592.24,Paid
11287,11287,2023-02-22,2023-03-19,468.63,Paid
11293,11293,2023-03-17,2023-02-04,3410.78,Overdue
11298,11298,2023-05-13,2023-01-22,3256.85,Overdue
11299,11299,2023-02-22,2023-07-12,2934.11,Paid
11302,11302,2023-08-01,2023-01-23,967.97,Paid
11309,11309,2023-02-14,2023-07-08,1849.9,Paid
11310,11310,2023-09-01,2023-12-04,4714.63,Unpaid
11311,11311,2023-11-26,2023-03-23,332.32,Unpaid
11315,11315,2023-04-27,2023-08-01,3358.79,Unpaid
11316,11316,2023-05-27,2023-05-13,4655.92,Paid
11318,11318,2023-03-12,2023-01-15,2263.0,Paid
11320,11320,2023-11-19,2023-10-08,3004.38,Overdue
11325,11325,2023-09-21,2023-05-04,1014.3,Overdue
11328,11328,2023-10-05,2023-12-03,2608.83,Unpaid
11333,11333,2023-01-23,2023-05-08,4287.11,Overdue
11336,11336,2023-12-06,2023-12-15,1208.59,Overdue
11339,11339,2023-11-14,2023-04-28,3530.59,Overdue
11348,11348,2023-08-01,2023-03-07,706.47,Unpaid
11351,11351,2023-03-17,2023-10-19,2204.85,Overdue
11352,11352,2023-06-24,2023-10-24,3850.07,Paid
11353,11353,2023-05-25,2023-01-16,1764.23,Paid
11355,11355,2023-01-08,2023-12-05,1503.75,Paid
11365,11365,2023-08-06,2023-04-28,894.07,Unpaid
11366,11366,2023-11-23,2023-08-04,2668.61,Unpaid
11369,11369,2023-12-28,2023-09-05,3925.52,Unpaid
11370,11370,2023-08-02,2023-04-11,1014.83,Overdue
11372,11372,2023-07-05,2023-03-25,1767.57,Paid
11373,11373,2023-10-19,2023-04-20,3843.86,Unpaid
11376,11376,2023-12-21,2023-07-16,3973.59,Paid
11384,11384,2023-12-20,2023-01-22,2041.07,Paid
11388,11388,2023-12-12,2023-03-22,4834.15,Overdue
11389,11389,2023-12-13,2023-01-09,826.02,Overdue
11390,11390,2023-12-12,2023-11-02,2465.26,Unpaid
11393,11393,2023-04-24,2023-09-21,1059.87,Overdue
11394,11394,2023-03-18,2023-03-09,1970.66,Unpaid
11395,11395,2023-01-14,2023-01-22,3966.58,Overdue
11400,11400,2023-11-26,2023-04-11,1013.01,Overdue
11405,11405,2023-06-21,2023-05-04,3033.93,Overdue
11409,11409,2023-08-22,2023-02-26,3134.5,Overdue
11410,11410,2023-02-08,2023-05-25,730.66,Unpaid
11416,11416,2023-07-03,2023-08-10,1460.19,Overdue
11419,11419,2023-02-20,2023-03-23,511.5,Overdue
11433,11433,2023-12-13,2023-05-19,3207.75,Paid
11437,11437,2023-12-07,2023-04-07,4598.23,Paid
11443,11443,2023-02-16,2023-12-02,3390.79,Paid
11449,11449,2023-12-15,2023-01-24,3631.66,Paid
11450,11450,2023-02-23,2023-02-24,3012.99,Unpaid
11453,11453,2023-05-01,2023-06-23,3630.9,Overdue
11454,11454,2023-08-25,2023-06-24,978.6,Paid
11459,11459,2023-01-14,2023-03-16,3486.39,Paid
11461,11461,2023-02-20,2023-07-13,2814.26,Overdue
11463,11463,2023-12-23,2023-07-01,993.91,Overdue
